timestamp,query,execution_time
2024-01-29 18:00:00,UPDATE,25
2024-01-29 19:00:00,UPDATE,40
2024-01-29 20:00:00,DELETE,81
2024-01-29 21:00:00,SELECT,17
2024-01-29 22:00:00,INSERT,51
2024-01-29 23:00:00,INSERT,59
2024-01-30 00:00:00,SELECT,88
2024-01-30 01:00:00,UPDATE,44
2024-01-30 02:00:00,UPDATE,44
2024-01-30 03:00:00,INSERT,6
2024-01-30 04:00:00,DELETE,78
2024-01-30 05:00:00,INSERT,41
2024-01-30 06:00:00,DELETE,20
2024-01-30 07:00:00,UPDATE,60
2024-01-30 08:00:00,DELETE,66
2024-01-30 09:00:00,UPDATE,77
2024-01-30 10:00:00,UPDATE,80
2024-01-30 11:00:00,DELETE,84
2024-01-30 12:00:00,INSERT,13
2024-01-30 13:00:00,DELETE,33
2024-01-30 14:00:00,UPDATE,78
2024-01-30 15:00:00,SELECT,47
2024-01-30 16:00:00,DELETE,67
2024-01-30 17:00:00,INSERT,62
2024-01-30 18:00:00,DELETE,84
2024-01-30 19:00:00,UPDATE,29
2024-01-30 20:00:00,DELETE,20
2024-01-30 21:00:00,DELETE,42
2024-01-30 22:00:00,INSERT,61
2024-01-30 23:00:00,UPDATE,39
2024-01-31 00:00:00,DELETE,50
2024-01-31 01:00:00,SELECT,87
2024-01-31 02:00:00,SELECT,62
2024-01-31 03:00:00,DELETE,29
2024-01-31 04:00:00,DELETE,60
2024-01-31 05:00:00,SELECT,46
2024-01-31 06:00:00,INSERT,40
2024-01-31 07:00:00,UPDATE,40
2024-01-31 08:00:00,UPDATE,48
2024-01-31 09:00:00,SELECT,57
2024-01-31 10:00:00,UPDATE,80
2024-01-31 11:00:00,DELETE,87
2024-01-31 12:00:00,INSERT,6
2024-01-31 13:00:00,INSERT,27
2024-01-31 14:00:00,DELETE,9
2024-01-31 15:00:00,DELETE,17
2024-01-31 16:00:00,UPDATE,10
2024-01-31 17:00:00,DELETE,70
2024-01-31 18:00:00,UPDATE,47
2024-01-31 19:00:00,INSERT,44
2024-01-31 20:00:00,UPDATE,33
2024-01-31 21:00:00,DELETE,6
2024-01-31 22:00:00,DELETE,55
2024-01-31 23:00:00,SELECT,90
